"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"FH",-0.28395031577451,12.2613273914636,-2.74397623606135,0.00673020815073301,0.010543232127633,-3.59574473767779,"Not Sig"
"NRBP2",0.411005024868759,10.7793981020826,2.74368224870586,0.00673597423814864,0.0105511110031718,-3.59651760675698,"Not Sig"
"NCF1C",-0.137096173744445,7.11403099136161,-2.7427017757394,0.00675523703257663,0.0105801268471946,-3.59909464421623,"Not Sig"
"NR1D2",0.125302448569951,7.75290284283195,2.74259344926298,0.00675736832265799,0.0105823077285623,-3.59937931373017,"Not Sig"
"RFX3",0.0941141718719427,6.97569879968477,2.74221018080668,0.00676491390761749,0.0105929662073691,-3.60038641664195,"Not Sig"
"AIM1",-0.094221869859334,7.38432531860079,-2.74118772866861,0.00678508079238144,0.0106233834924879,-3.6030724538923,"Not Sig"
"FMOD",-0.177547024602327,7.33668191967798,-2.74087682734401,0.00679122382086642,0.0106318394126429,-3.60388902704216,"Not Sig"
"UHMK1",0.259249792175684,8.68194073739776,2.74013594572354,0.00680588306417955,0.0106536243856004,-3.60583458953916,"Not Sig"
"PKIA",0.206591427062,6.89995939628563,2.73972567500645,0.00681401310561491,0.0106651851941561,-3.6069117577123,"Not Sig"
"KRT80",-0.156528138730959,6.94378851439211,-2.73950155832799,0.00681845798334135,0.0106709761467874,-3.60750011510558,"Not Sig"
"SEC22A",0.143673417196322,9.28477233251724,2.7394428010199,0.00681962374444791,0.0106716345342213,-3.60765435916103,"Not Sig"
"SYTL1",0.0942532875690576,6.73353658972486,2.73917113045389,0.00682501611255407,0.0106789060279781,-3.60836748338994,"Not Sig"
"MRPS26",-0.179367278582127,10.2966352225044,-2.7383120815696,0.00684209275471688,0.0107044559831578,-3.6106220265163,"Not Sig"
"CHRNA10",-0.114231047963665,6.95818280414175,-2.73827316553479,0.00684286726519123,0.0107044984534004,-3.61072414495576,"Not Sig"
"VWA8",-0.205492846232298,8.13181122216863,-2.73732236951295,0.00686181480410701,0.0107329664124959,-3.61321868910172,"Not Sig"
"JAKMIP3",-0.197718908271112,7.6535088833977,-2.73427009737042,0.00692296256382762,0.0108274287837632,-3.62122139273747,"Not Sig"
"CBWD3",0.179248903505017,7.54672455835703,2.73384620103722,0.00693149364540499,0.0108395876714855,-3.62233215421098,"Not Sig"
"CMIP",-0.246363476137457,10.719989449949,-2.73330927386119,0.00694231319437129,0.0108553222579672,-3.623738871268,"Not Sig"
"VCX2",0.480868186899559,7.34265481652976,2.73311882720516,0.00694615453563638,0.0108601431518306,-3.62423776940661,"Not Sig"
"PRPF4B",0.147867789414328,7.21240392371614,2.73289377380942,0.00695069638374575,0.0108660580991476,-3.62482728312676,"Not Sig"
"NPM3",0.285504691392196,8.89801818756781,2.73216516089865,0.00696541913557327,0.0108878858756756,-3.62673553596563,"Not Sig"
"TIMP2",-0.386536641852155,9.88151036896442,-2.73006555810859,0.00700800304870517,0.0109532548741384,-3.63223183832153,"Not Sig"
"TIE1",-0.135200779767644,7.29471035446513,-2.72934735840481,0.00702262355409383,0.0109749085832281,-3.63411104156102,"Not Sig"
"KCTD12",-0.246635732517614,8.13581479828938,-2.72781876602031,0.00705383339717315,0.0110224804437826,-3.63810916977356,"Not Sig"
"RPL12",0.28435408906633,12.6504311186437,2.72746398108325,0.00706109511781018,0.0110326241270203,-3.63903683885217,"Not Sig"
"MAP7D2",0.238261420242153,6.81311549455772,2.72717836521915,0.0070669460092525,0.0110405614845684,-3.63978356884771,"Not Sig"
"TMEM260",0.0795286429246653,7.05851303534495,2.72689802555752,0.00707269308748527,0.0110483349429656,-3.64051643488322,"Not Sig"
"LYPLA2",-0.158924427655659,8.42336332256587,-2.7266527604739,0.00707772459461645,0.0110549890260296,-3.64115755217312,"Not Sig"
"ITGAL",-0.221914033201065,7.86393582511752,-2.72601585549193,0.00709080557156763,0.011074213084894,-3.64282216079595,"Not Sig"
"B4GALT2",-0.112519853232135,7.57649242323154,-2.72592227504756,0.00709272940362513,0.0110760099485524,-3.64306671175452,"Not Sig"
"RGS14",0.147965235741345,7.48914048736943,2.72584562789109,0.00709430547240838,0.0110772634123302,-3.64326700574021,"Not Sig"
"ARF3",0.14601865675098,8.67479095660312,2.72495555953541,0.0071126308843527,0.0111046666837349,-3.64559255083331,"Not Sig"
"TRIM35",-0.127650273463757,7.30924168028496,-2.72474822990711,0.00711690569865615,0.0111101297353517,-3.64613415596996,"Not Sig"
"PGD",0.302759323419588,9.68731226825976,2.72365824444656,0.00713941780393025,0.0111440585446483,-3.64898089406103,"Not Sig"
"C6orf223",0.188105472030723,6.78657699641965,2.72309618422408,0.00715105154791886,0.0111610015605145,-3.65044843139128,"Not Sig"
"LRRC23",-0.0931331563679665,7.01345919316182,-2.72301022273581,0.00715283232565435,0.0111625645456905,-3.65067285211236,"Not Sig"
"NUFIP1",0.0933453782040967,7.16952780672395,2.72202883868293,0.00717319115785343,0.0111922242230416,-3.65323450414757,"Not Sig"
"IL16",-0.121470639488598,7.21208873779326,-2.7220187504887,0.00717340070987374,0.0111922242230416,-3.65326083241068,"Not Sig"
"WDR33",0.185403323300834,10.246988645476,2.72095249718081,0.00719558021310198,0.0112256067304498,-3.65604304676168,"Not Sig"
"PPP2R5E",0.155207883969769,10.0762053363322,2.7204090559143,0.00720690839775554,0.0112420549968474,-3.65746068447733,"Not Sig"
"ITGB5",0.259346901063914,11.2854532769833,2.71965270721333,0.00722270157720814,0.0112654638669664,-3.65943328780523,"Not Sig"
"CXCL3",-0.0995019553104184,6.99472828320697,-2.71905969077957,0.00723510615602706,0.0112835829129764,-3.66097955957278,"Not Sig"
"COL5A2",0.484172138779282,9.13099130150225,2.71895221038337,0.00723735646961584,0.0112858635508228,-3.66125977830228,"Not Sig"
"CROT",-0.326624329223224,9.45390650871727,-2.71865207379223,0.00724364377590915,0.01129443825412,-3.66204222912524,"Not Sig"
"RORC",-0.390966623428474,10.3704465788364,-2.71845042982129,0.00724787062101124,0.0112989809840847,-3.66256786701844,"Not Sig"
"TCIRG1",-0.226906071719505,9.31158109701381,-2.71843782209089,0.00724813497743282,0.0112989809840847,-3.6626007311889,"Not Sig"
"LOC285147",-0.0781509116805079,6.89936691988524,-2.717923878016,0.00725891869044767,0.0113145600612996,-3.66394029413567,"Not Sig"
"ANKDD1A",-0.170803675455097,7.47199940197088,-2.71737298083258,0.00727049389209114,0.0113313693162591,-3.66537591561073,"Not Sig"
"TEF",0.254758788427381,8.18454617650335,2.71724047165022,0.00727328060697479,0.0113344791789468,-3.66572119080946,"Not Sig"
"TRIM66",-0.226746894735143,8.38910271490713,-2.71492214957085,0.00732219245499208,0.0114094606758977,-3.6717594793502,"Not Sig"
"OSR1",0.196341637375218,7.07041634779172,2.71452545368309,0.00733059169706238,0.0114213058715354,-3.67279223846291,"Not Sig"
"CCR6",0.197417243567442,7.18630033458459,2.71432383290102,0.00733486395581408,0.0114267192124347,-3.67331708557997,"Not Sig"
"CD1C",-0.0926042394059756,7.00495160542303,-2.71324344326184,0.00735779537321187,0.0114611966427965,-3.67612888299243,"Not Sig"
"CLUAP1",0.133376063135622,7.80504108121892,2.71269575790999,0.00736944483750167,0.0114780946506673,-3.67755388492153,"Not Sig"
"GOLGA8IP",-0.178186759027184,6.96208422709267,-2.71264012830731,0.00737062903259526,0.0114786908376494,-3.67769861075822,"Not Sig"
"DOCK6",-0.158399023541207,8.01785783800121,-2.71232987872563,0.00737723651791243,0.0114877319684779,-3.67850570546277,"Not Sig"
"CREBBP",0.17352265437707,9.2827840178335,2.71120041813627,0.00740133631265904,0.0115240069579536,-3.68144321190911,"Not Sig"
"GPC6",0.360511680431392,9.26482552310277,2.71059056608996,0.00741437859396732,0.0115430591958037,-3.68302885222315,"Not Sig"
"TSPAN7",-0.316613011249176,8.96746395195564,-2.70894875587531,0.00744959373873439,0.0115966233148454,-3.68729600258873,"Not Sig"
"TRPM4",0.321687363027097,8.72160824243053,2.70882747942058,0.00745220098741013,0.0115994212934879,-3.68761111251071,"Not Sig"
"VAX2",-0.0735767833126708,6.93850118794165,-2.70819140147747,0.00746588916695638,0.0116194643636115,-3.6892636081292,"Not Sig"
"PPP2R2B",0.408275661452269,7.39063112170784,2.70800441118824,0.00746991745868671,0.0116244706389363,-3.68974933104622,"Not Sig"
"ORC6",-0.143158921689114,14.6918017839571,-2.70660203438545,0.00750019129881536,0.0116702713845322,-3.69339114300883,"Not Sig"
"CDC42BPB",-0.168948508358485,8.76606272817788,-2.70656562649858,0.00750097873113198,0.0116702713845322,-3.69348566711027,"Not Sig"
"FAM53B",0.144793747072579,7.7810805535112,2.70578791552203,0.00751781699169044,0.0116951985198199,-3.69550452374903,"Not Sig"
"HSPA13",0.138606872987708,7.4282972091915,2.70561337150932,0.00752160074863575,0.0116998140228833,-3.69595754879186,"Not Sig"
"SUSD4",0.285407797256363,7.3977468832202,2.70444672687212,0.00754693549049756,0.0117379473374304,-3.69898486112491,"Not Sig"
"TRAM2",-0.218623751939745,8.12158784374921,-2.70292422632579,0.00758011406482139,0.0117882707655197,-3.70293378070349,"Not Sig"
"SLC11A2",-0.241257699527914,10.6116456922132,-2.70264358678167,0.00758624418826504,0.0117963775177929,-3.70366145494057,"Not Sig"
"DMKN",0.237241726332463,6.85582223557037,2.70261018588023,0.0075869740762346,0.0117963775177929,-3.70374805599982,"Not Sig"
"TCEAL9",0.435635128630013,9.72236547384333,2.70162014183298,0.00760863772464978,0.0118287765255789,-3.70631457323324,"Not Sig"
"SPEN",-0.171769835236381,9.72093408238227,-2.70150971001067,0.00761105760359697,0.0118312544015975,-3.70660079513939,"Not Sig"
"BCL2L1",-0.214281210119539,11.2500709483462,-2.70124378050207,0.00761688774087964,0.0118390323507997,-3.70728999858924,"Not Sig"
"NME2",-0.201716942870606,9.0301429776402,-2.70054011159125,0.00763233419959673,0.0118617537696207,-3.70911338138642,"Not Sig"
"ZNF274",-0.198584496600413,8.84213129108334,-2.70045908826535,0.00763411458581806,0.011863233504684,-3.70932330521755,"Not Sig"
"SLC38A8",-0.0937532605536173,7.0065774628195,-2.69895348483268,0.00766726674773915,0.0119134586274537,-3.71322313226197,"Not Sig"
"GNAL",0.121218284029088,7.07097065040123,2.69876141441904,0.00767150533233414,0.0119187515864,-3.71372049136333,"Not Sig"
"PABPC1",0.352585734655481,11.1419508034458,2.6978242401284,0.00769221717923917,0.011949634127792,-3.71614680360461,"Not Sig"
"TOR2A",0.130724437720244,7.27911149404715,2.6976221630341,0.00769668976809842,0.0119552854949001,-3.71666987308283,"Not Sig"
"TMEM39B",-0.129831161032071,8.2748725452649,-2.69754601986876,0.00769837566087108,0.0119559776147905,-3.7168669576838,"Not Sig"
"TRAPPC6A",-0.20938315974364,9.89838036374732,-2.69752663902158,0.00769880482728569,0.0119559776147905,-3.71691712114276,"Not Sig"
"MAP6",0.0817499741784973,6.79900025731793,2.69745684387497,0.00770035053921496,0.0119570816102749,-3.71709776922806,"Not Sig"
"CEP89",0.0820346532342615,7.14026061618579,2.6969219650138,0.00771220550426262,0.0119741918089489,-3.71848203333695,"Not Sig"
"NEURL1B",0.17296196512342,8.48442014183577,2.69637092928144,0.00772443582282747,0.0119918810199824,-3.71990784823809,"Not Sig"
"CFAP97",0.135828140980927,7.44485036700539,2.69616021893305,0.00772911720285261,0.0119978482384803,-3.72045299448557,"Not Sig"
"AZI2",0.139196805645845,8.28793159431071,2.69529922568419,0.00774827267236802,0.0120262797449423,-3.72268013586833,"Not Sig"
"PANK3",0.118222905210359,7.7144353174405,2.69430883781524,0.00777036000080457,0.0120592552054961,-3.72524117744827,"Not Sig"
"SLC30A7",-0.212991948166973,10.574920711167,-2.69402648480076,0.00777666737024404,0.0120677363752985,-3.72597115536676,"Not Sig"
"ERCC6L2",-0.111645104317669,7.69733900418969,-2.693871180467,0.00778013862344227,0.0120718151341744,-3.72637263963392,"Not Sig"
"UTP11",0.169678828759512,9.23221149953519,2.69345071173417,0.00778954367556299,0.0120845135249434,-3.7274595059131,"Not Sig"
"CCL13",-0.247759629123226,7.76402343721434,-2.69342987540186,0.00779001001017961,0.0120845135249434,-3.72751336153797,"Not Sig"
"GNA15",-0.157629162329679,7.32852122273276,-2.6930257573385,0.00779905950463617,0.012097241637958,-3.72855780911766,"Not Sig"
"UGT1A9",0.396252663632991,7.87455340897487,2.69283972083761,0.00780322864963948,0.0121023978287803,-3.72903857420587,"Not Sig"
"TSHZ2",-0.344086557084999,9.33182837779386,-2.69129386028648,0.00783794993939729,0.0121549325446067,-3.7330322887436,"Not Sig"
"TMEM117",0.158971562941256,7.47661777632936,2.6895864284258,0.00787646250094585,0.0122133346758739,-3.73744097719783,"Not Sig"
"ANKS1A",-0.168729722867281,8.80825710005308,-2.68919675040054,0.00788527595128569,0.0122256773598468,-3.73844678896778,"Not Sig"
"KCNS1",-0.183093744487409,6.98532417653031,-2.68905738777862,0.00788843011539331,0.0122292439163089,-3.73880647032987,"Not Sig"
"PEX26",0.0973346096956123,7.14466192845994,2.6889426737442,0.00789102726885103,0.0122319462739993,-3.73910252326105,"Not Sig"
"ZBTB44",-0.142580934201159,7.95655051843286,-2.68791285063675,0.00791437734282598,0.0122668138384695,-3.74175976262624,"Not Sig"
"WDR77",-0.105701844926378,8.0923445796742,-2.68735646611193,0.00792701869518322,0.0122850777722473,-3.74319500608585,"Not Sig"
"VCY",0.434451396320922,6.88892501728067,2.68725038702304,0.00792943093844664,0.0122874866743883,-3.74346861561959,"Not Sig"
"CXCR2P1",-0.103906534923726,6.78812231490028,-2.68704069300165,0.00793420134163671,0.0122935488767052,-3.74400944975125,"Not Sig"
"ADAM12",-0.0923473047748287,6.98706981418178,-2.68528156583161,0.00797432258751917,0.012353175159435,-3.7485449932216,"Not Sig"
"SCRT1",-0.0667760837155598,7.03175066110862,-2.68527779357923,0.00797440881967016,0.012353175159435,-3.74855471626237,"Not Sig"
"APLP1",0.12748251618425,6.91953994303876,2.6831032989187,0.00802425732991397,0.0124290513395001,-3.75415742574557,"Not Sig"
"DNPEP",-0.113365199762695,8.54922078990516,-2.68265655262838,0.00803453341431051,0.0124436226311818,-3.75530797746048,"Not Sig"
"TMEM5",0.164600196775444,9.57921655501246,2.68259544943108,0.0080359398374345,0.0124444552158692,-3.75546532915175,"Not Sig"
"PRR15",0.0795140164809816,6.88609273305388,2.68134371586146,0.00806480019668221,0.0124877981856302,-3.75868804396216,"Not Sig"
"MTMR8",-0.0993567188799576,6.99208689047666,-2.68125830568742,0.00806677284819178,0.0124895024867205,-3.75890789081157,"Not Sig"
"FOXC1",-0.328204636566602,8.43925896048667,-2.68095075063526,0.00807387981584159,0.0124991548424448,-3.75969948811421,"Not Sig"
"CORO1C",-0.195693670808406,9.075962338671,-2.68084854732408,0.00807624277680906,0.012501461719684,-3.75996252457777,"Not Sig"
"FAM224A",-0.110623364250284,6.91854301412418,-2.68070470550649,0.00807956948658312,0.0125052597532235,-3.76033270876852,"Not Sig"
"CREM",0.107180046946555,6.87007188281384,2.68012146802367,0.00809307103188535,0.0125248034996968,-3.76183351316265,"Not Sig"
"PCDH20",0.308085403249385,7.05932410372168,2.67996138919121,0.00809678030879789,0.01252919018614,-3.76224538046821,"Not Sig"
"PACRGL",-0.136417863111666,6.93678955062331,-2.67934467455836,0.00811108490845263,0.0125499696601239,-3.76383191639075,"Not Sig"
"OMA1",0.17198307676173,8.86527577258838,2.67889197782184,0.00812159966062545,0.0125648813932964,-3.76499629306126,"Not Sig"
"GPR35",0.126257829542165,6.83071627216926,2.67864698174371,0.00812729529808312,0.0125723350852624,-3.7656263696904,"Not Sig"
"NR1D1",-0.0695797665012261,6.97979325846371,-2.67777543268647,0.00814758621255572,0.0126023625618181,-3.76786737565746,"Not Sig"
"PRR16",0.0670187002650771,6.8481033204212,2.67766274212475,0.00815021314809024,0.0126050645632325,-3.76815708698918,"Not Sig"
"KCTD10",0.140545746169513,8.14631962617326,2.6769044199886,0.00816791033477092,0.0126310710132719,-3.77010633386597,"Not Sig"
"ZNF256",0.214201741065517,7.3694305775946,2.67593042842439,0.00819069156665546,0.0126649331004217,-3.77260920992727,"Not Sig"
"MC5R",-0.0824919894685427,6.79649186842366,-2.67565959937414,0.00819703632483761,0.0126733755700182,-3.77330501356349,"Not Sig"
"TOR3A",0.240749889187237,8.7116333661836,2.67535639706113,0.00820414476187185,0.0126829968078025,-3.7740839126606,"Not Sig"
"RGL2",0.15639104995955,7.66794298951027,2.67488197330037,0.00821527857467232,0.0126984988998383,-3.77530250148779,"Not Sig"
"ZSCAN25",0.0744794721738122,7.09557556598499,2.67485356765254,0.00821594563323339,0.0126984988998383,-3.77537545698044,"Not Sig"
"OSBPL1A",-0.251088291622153,9.66603019845563,-2.67385562265215,0.00823941174333925,0.012733393871369,-3.77793807230743,"Not Sig"
"PAGE5",0.623607704655018,7.24255134619995,2.67328378661332,0.00825288539769282,0.0127528403874371,-3.77940609011352,"Not Sig"
"PYCR1",0.292814032182847,7.49529593392416,2.67310792661858,0.00825703302484959,0.0127565134853258,-3.7798575000444,"Not Sig"
"DPH7",0.0653054084525833,6.87598239111695,2.67310747525563,0.00825704367258646,0.0127565134853258,-3.77985865859983,"Not Sig"
"CYBA",-0.450940936494398,10.0176055615632,-2.67298471638073,0.00825994003769062,0.0127596118593446,-3.78017374859827,"Not Sig"
"UFSP2",-0.157879164127692,9.29157657947403,-2.67241731136812,0.00827333927624291,0.0127789322175809,-3.78162995661302,"Not Sig"
"PDE3B",-0.205418142802312,7.82505494639087,-2.67201958720709,0.00828274320503622,0.0127920779518799,-3.78265052058991,"Not Sig"
"SLC8A1",-0.0703719551579871,6.79323721370112,-2.67157520976476,0.00829326163277988,0.0128069419262864,-3.78379063239113,"Not Sig"
"ATP4A",0.12456686406505,6.78603101853041,2.67120077195434,0.00830213394614778,0.0128192609433673,-3.78475116925009,"Not Sig"
"PCDHB5",0.203223056750828,6.72143054840616,2.67095125985869,0.00830805089757904,0.0128270144449741,-3.78539116836976,"Not Sig"
"PTAFR",-0.114140449275916,7.26355930100174,-2.67086457729951,0.00831010738603866,0.0128288066490873,-3.78561349649445,"Not Sig"
"PPP1R7",0.123170608596775,8.80608372611932,2.67076093114812,0.00831256692807004,0.012831220617604,-3.78587932506383,"Not Sig"
"KIAA1217",-0.176939278810916,7.78501666467242,-2.67053266382551,0.00831798607045203,0.0128382019921427,-3.78646474491155,"Not Sig"
"GTF2H3",0.107586915688249,7.86651250421517,2.66945441247046,0.00834362724952425,0.0128763897311643,-3.7892294331529,"Not Sig"
"PECAM1",0.287560131433665,8.72117879101964,2.66911149825564,0.00835179680390554,0.0128876088798038,-3.79010846681502,"Not Sig"
"DRC7",-0.0937360131122142,6.74577922154701,-2.66751928562182,0.00838982418410902,0.0129448940847779,-3.79418862039286,"Not Sig"
"RBCK1",0.256743411679253,9.52284675497141,2.66629073654056,0.00841927278034174,0.0129889319294307,-3.79733533321363,"Not Sig"
"KIT",0.153730220115453,7.01665204603056,2.66547022877066,0.00843899245170332,0.0130169136775374,-3.79943617840603,"Not Sig"
"KREMEN2",0.0878318618976461,6.90577344273066,2.66546044488194,0.008439227844,0.0130169136775374,-3.79946122569592,"Not Sig"
"WRAP53",-0.132540304147255,7.48330430058396,-2.66351973341837,0.00848603707143169,0.0130877042073992,-3.80442788353708,"Not Sig"
"COLQ",-0.119715963433815,7.07306410213077,-2.66346993546944,0.00848724125558604,0.0130878305696785,-3.80455528244485,"Not Sig"
"C4orf19",-0.220006520562292,8.45440449106246,-2.66344077240628,0.00848794653087644,0.0130878305696785,-3.80462988977083,"Not Sig"
"CNIH2",0.0867338043061787,6.96222487046343,2.66151854515262,0.0085345501621073,0.0131582736245278,-3.80954583350743,"Not Sig"
"RABGGTB",0.207379124785026,9.68358123513234,2.66128397203329,0.00854025306825906,0.0131656489825287,-3.81014551245031,"Not Sig"
"ZC3H14",0.186350394808855,8.20573808677354,2.6609637588809,0.00854804359116987,0.0131762406754548,-3.81096404911428,"Not Sig"
"TBC1D17",-0.141303475497944,7.7223063556731,-2.65963519707211,0.00858043492859423,0.0132247465277365,-3.81435918465417,"Not Sig"
"CACNA2D2",-0.070151662699379,6.96932847987226,-2.65898400870551,0.00859635178680503,0.0132478530925768,-3.81602272560264,"Not Sig"
"RPL10L",0.240312952007835,6.97617218640198,2.65891880284735,0.00859794706559786,0.0132488860484732,-3.81618928139016,"Not Sig"
"UGT2B7",0.104849088654832,7.11587625371773,2.65771345329553,0.00862748439332043,0.0132929710591145,-3.81926743845361,"Not Sig"
"ANAPC4",0.167849767289358,9.29511878273874,2.65732279341853,0.00863707720859306,0.0133063199804968,-3.82026480952344,"Not Sig"
"STX1A",0.093076785170136,7.12673755339699,2.65728186688746,0.00863808273298048,0.0133064378344245,-3.82036928887969,"Not Sig"
"DUSP3",-0.214257450591219,12.5019812610176,-2.65650259040123,0.00865724893905066,0.0133344242318444,-3.82235838390642,"Not Sig"
"HEXIM2",-0.139024879719185,7.54010461438389,-2.65646751556849,0.00865811250130231,0.0133344242318444,-3.82244789943991,"Not Sig"
"SCFD2",0.084578465842351,7.08047806383111,2.65615373302411,0.00866584146193209,0.0133448927275834,-3.82324866497037,"Not Sig"
"ARHGDIA",-0.189327266506954,10.5693253720193,-2.65574613272384,0.0086758905924444,0.013358931515328,-3.82428872136942,"Not Sig"
"LURAP1",-0.0751258198142954,6.87010131159145,-2.65564006170938,0.00867850742950671,0.0133615244451064,-3.82455935422629,"Not Sig"
"SERPINH1",0.278134125637745,9.17165874103958,2.65554604949298,0.00868082736355861,0.0133636597515316,-3.82479921159025,"Not Sig"
"EWSR1",-0.14943204176528,10.7062655086189,-2.65431737933161,0.00871119864166583,0.0134089734706695,-3.82793325255642,"Not Sig"
"CNN3",0.239521753328015,11.9589829488982,2.65389983641823,0.00872154160168373,0.0134234515754262,-3.82899800026374,"Not Sig"
"RIF1",0.14431779769501,7.88927089507166,2.6536439186631,0.00872788641483524,0.01343177362412,-3.82965052258209,"Not Sig"
"TMED4",0.220559706328178,10.1463409481605,2.6524458396775,0.00875764503846415,0.0134761226779031,-3.83270453668474,"Not Sig"
"GCM1",-0.0868921504363787,7.17235395725407,-2.65224594487251,0.00876261904357914,0.0134823281298941,-3.83321396362942,"Not Sig"
"SVIL",0.270946465532642,9.47174096628117,2.65177352196676,0.00877438452014098,0.0134989806103093,-3.83441778141111,"Not Sig"
"PCNX4",0.157866165331882,8.60347271830874,2.65099197036726,0.00879387997713576,0.0135275204502755,-3.83640888141252,"Not Sig"
"HKR1",-0.143282474371311,7.3844761843812,-2.64968357430947,0.00882660475246382,0.013576402477399,-3.83974097558734,"Not Sig"
"HULC",0.555666276702674,13.1448370772475,2.6494761961145,0.00883180163084124,0.0135829372660302,-3.84026896710634,"Not Sig"
"FAM129A",0.253977773927711,7.90131358810176,2.64895893892267,0.00884477606910983,0.0136007771712342,-3.84158575490329,"Not Sig"
"PTPRU",-0.184265355196559,7.76031039639014,-2.64893804480509,0.00884530052014571,0.0136007771712342,-3.84163894034061,"Not Sig"
"RHOJ",0.144094956290621,6.93039806543574,2.64852171912612,0.00885575631278106,0.0136153926221515,-3.84269860621101,"Not Sig"
"SRGN",-0.448176339433802,9.83670130751627,-2.64729701878319,0.00888657860957307,0.0136613143098546,-3.84581492499135,"Not Sig"
"ZNF765",-0.127735951251865,7.27554062850435,-2.64687325654796,0.00889726601790641,0.0136762761509416,-3.8468929031802,"Not Sig"
"CD48",-0.333444896694695,8.0312021718365,-2.64682798070089,0.00889840857274135,0.0136765646515049,-3.84700806776009,"Not Sig"
"ACER2",0.0960783956461864,7.52724600232132,2.64652470894506,0.00890606517146337,0.0136868638895783,-3.84777942936091,"Not Sig"
"NEK11",0.0907434339739206,6.72021990729126,2.64579389816621,0.00892454009952982,0.0137137847704716,-3.84963788831378,"Not Sig"
"CACNG1",0.0897197534499803,7.17629817134638,2.64534103934754,0.00893600571408034,0.0137299302556075,-3.85078927586728,"Not Sig"
"SLC6A2",0.171505799107422,6.88941662416283,2.64515529575568,0.00894071226310958,0.0137356882703549,-3.85126147407843,"Not Sig"
"IL27RA",0.150028396753674,7.54919372288711,2.645075466539,0.00894273573848772,0.0137373234644315,-3.85146440691113,"Not Sig"
"RPS9",0.177991911005625,12.2055019463584,2.64497095895835,0.00894538537376473,0.0137399200759713,-3.8517300657851,"Not Sig"
"ZNF713",-0.0752540466160783,7.2216895815053,-2.64390866001794,0.00897235856209768,0.0137798725804123,-3.8544298880931,"Not Sig"
"GPR137B",0.277469164044437,8.19297776825669,2.64351737161883,0.00898231235029406,0.0137936806897461,-3.85542409235629,"Not Sig"
"ACIN1",-0.143063524614316,8.92320153367018,-2.64338798500988,0.0089856059392263,0.0137972592053536,-3.85575281426214,"Not Sig"
"C6orf120",0.166094696596205,7.74822946755848,2.64250560763137,0.00900809624393454,0.0138303100548692,-3.85799420325928,"Not Sig"
"CERK",0.246681227663581,9.37627813521112,2.63977799986277,0.00907793939441322,0.0139360477970183,-3.86491843969939,"Not Sig"
"TMA16",0.0701424372733923,6.87908862040215,2.63968504367922,0.00908032820326172,0.0139382210754815,-3.86515430002217,"Not Sig"
"M6PR",0.192002866248714,9.51437073236367,2.63931577616852,0.00908982331592595,0.0139513008309052,-3.86609117733689,"Not Sig"
"C17orf78",-0.0849889677115323,6.97910129074501,-2.63844433531856,0.00911226646425731,0.0139842486411183,-3.86830165244602,"Not Sig"
"MARVELD3",-0.222095508620894,7.50932063101143,-2.63763890290996,0.00913305399628862,0.0140146488524579,-3.87034409500611,"Not Sig"
"PRRX1",0.139117215219266,7.12411782137748,2.63729700758007,0.00914189093243385,0.0140267063551419,-3.87121091121447,"Not Sig"
"GAGE12E",0.472791961064524,7.34677780337144,2.63535279141513,0.00919228946663697,0.0141025237822024,-3.87613816793689,"Not Sig"
"TBC1D20",-0.127262666740946,8.0003208463798,-2.63518727118218,0.00919659166570271,0.0141062074782126,-3.87655749395105,"Not Sig"
"EIF4EBP1",0.106921720934773,7.22451218434458,2.63518463127418,0.00919666029683374,0.0141062074782126,-3.87656418165067,"Not Sig"
"MOK",-0.209008391043279,8.02036100385814,-2.63497226742863,0.00920218274685587,0.0141131666648695,-3.87710214445011,"Not Sig"
"KANSL2",-0.13883886929472,9.56448692028032,-2.63491923491482,0.00920356230533676,0.014113771188366,-3.8772364808646,"Not Sig"
"CTAGE15",0.196044763008689,7.37469830923906,2.63486751821025,0.00920490781444339,0.0141143233729015,-3.87736748181269,"Not Sig"
"XPNPEP2",-0.68266752751739,9.29810788250227,-2.63475156272128,0.00920792526236342,0.0141174388281772,-3.87766119415143,"Not Sig"
"LINC00691",-0.0662514226944841,6.99634874639105,-2.63432755446852,0.00921896658797427,0.014132854376491,-3.87873509512886,"Not Sig"
"ZZEF1",-0.186675105936686,8.15958245016292,-2.63358357553971,0.00923836887797303,0.0141610827738878,-3.88061901299443,"Not Sig"
"UAP1L1",0.201210434947335,7.31390712756314,2.63347841242335,0.00924111439971764,0.0141637754464586,-3.88088526957482,"Not Sig"
"COQ2",-0.218945242895234,9.35727357929126,-2.63244730305742,0.00926807278924035,0.0142035744233137,-3.88349535909338,"Not Sig"
"IFT57",-0.127045653421056,7.12481870559565,-2.63077857080549,0.00931185189755869,0.014269140336871,-3.88771749640229,"Not Sig"
"C4orf32",0.168123206664585,8.09303216317838,2.63026948028795,0.00932524487374715,0.014288134609187,-3.88900507950622,"Not Sig"
"ZNF24",0.0964221107639895,7.12786411375054,2.62838138875015,0.00937506767124644,0.01436293659806,-3.89377840572767,"Not Sig"
"CCDC60",-0.0766481793570906,7.0063676138612,-2.62798905678655,0.00938545051017589,0.0143773056317914,-3.89476987294579,"Not Sig"
