"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"CYFIP2",-1.76336811987617,9.85750020801838,-10.7328218041141,8.60892941354326e-21,2.27082313057422e-19,36.5643818633751,"Down"
"ANXA10",-1.76056244471528,9.80311796341606,-10.1965338944993,2.64768120931411e-19,5.19249695823542e-18,33.1742891054391,"Down"
"GNAO1",-1.75600729130992,7.59622190771154,-16.0091918962789,1.28371126734016e-35,5.57169590367062e-33,70.3859871601312,"Down"
"CCNB2",1.74765862326626,8.07014738769675,13.3062182143233,4.7966173077643e-28,5.16556012775249e-26,53.1095616203465,"Up"
"PYROXD2",-1.74597706491359,8.15876918592764,-12.2596397367871,4.38387219372411e-25,2.66060175553858e-23,46.3540016491292,"Down"
"OGDHL",-1.74127321975003,9.75691556968071,-10.7508053578208,7.67028993419251e-21,2.04965602103431e-19,36.6786481990435,"Down"
"PTTG3P",1.74030856253271,8.42230798073388,14.0163958748166,4.73700196189641e-30,7.88931152328399e-28,57.6855685064,"Up"
"PRSS8",-1.7401186982629,8.37992162434837,-12.607009346294,4.56327921590035e-26,3.36906434068767e-24,48.5956471471707,"Down"
"CYP39A1",-1.73883009535473,7.99401498533014,-13.904965986166,9.7654506157097e-30,1.52825246240978e-27,56.9686529172646,"Down"
"NPC1L1",-1.73785579132841,8.96385004254304,-8.04665597932424,1.47589290412942e-13,1.06763707403261e-12,20.1098355506448,"Down"
"SLC27A5",-1.70793916597906,11.3473984674082,-8.55770259234622,6.9949313535107e-15,6.26961212617858e-14,23.115275622831,"Down"
"UBD",1.70527887830313,11.4815299869861,6.51253148040524,8.23130175279193e-10,3.45738812332079e-09,11.638533690321,"Up"
"APOA5",-1.70479434471318,10.7827416465949,-9.11647062387421,2.30874837943108e-16,2.69724331473013e-15,26.4818049821945,"Down"
"MYOM2",-1.70411280221211,7.80012980119802,-16.7215648221211,1.41491705106815e-37,8.81124214019529e-35,74.8502507564902,"Down"
"AZGP1",-1.70205308385192,11.632472014816,-9.87937699123459,1.97303911668608e-18,3.22969591637653e-17,31.1878995209506,"Down"
"RAD51",-1.695790843873,9.07355358352874,-13.8875022879257,1.0938352920459e-29,1.66670243489079e-27,56.8562519243359,"Down"
"TKFC",-1.69418426325693,9.00611262734784,-12.2389114468465,5.01719535292528e-25,2.99422037666453e-23,46.2203135499133,"Down"
"CPEB3",-1.69183277179899,9.45349186286315,-16.6231659452219,2.62986217422631e-37,1.50670063685774e-34,74.2364719238533,"Down"
"SRD5A2",-1.69053275445266,8.28511924815965,-12.4032043767366,1.7213329602807e-25,1.13187003563373e-23,47.2801981291005,"Down"
"AKR7A3",-1.68929091840234,11.9279118750356,-9.36142503049057,5.0637779917602e-17,6.59349928872558e-16,27.9804113672647,"Down"
"ACSM3",-1.67935524897464,9.48612321440086,-12.1741942846393,7.64540969866266e-25,4.3454445680137e-23,45.8029898482656,"Down"
"MAT1A",-1.6772925015041,11.4423475668305,-11.4552391797774,8.15176774170073e-23,3.14710968637142e-21,41.1778783763016,"Down"
"HPD",-1.67411034600362,11.8306304038018,-5.61304277021081,8.06886207046584e-08,2.58120518231202e-07,7.16688033459309,"Down"
"CD14",-1.66811358244654,11.6524470651131,-10.1573641882999,3.39571867402369e-19,6.50225649305366e-18,32.9281501198638,"Down"
"RNF125",-1.66781995874763,9.04344168382786,-15.460559945706,4.25813956203937e-34,1.45212697493071e-31,66.9172881883588,"Down"
"SORL1",-1.666981620429,9.63942111245368,-13.7526653247431,2.6269093276455e-29,3.61780983652563e-27,55.9880378077134,"Down"
"C11orf96",-1.66513269628575,9.94998773327866,-9.87433575990772,2.03679701275779e-18,3.33025612028878e-17,31.1564526533828,"Down"
"SMIM24",-1.6620474068584,9.70082401639655,-9.2579605319456,9.62563786756448e-17,1.19469680396123e-15,27.3458731470603,"Down"
"SKAP1",-1.66030737647458,9.60568234709032,-9.91541551085681,1.57161653663447e-18,2.62663519885828e-17,31.4128260653922,"Down"
"SLC19A3",-1.65250257327194,8.95652521996691,-14.0822892973414,3.0889616204394e-30,5.26704729637543e-28,58.1092757595571,"Down"
"H19",-1.64646206762711,11.331523013418,-4.53679979012015,1.08365974168164e-05,2.57828213955252e-05,2.43463921288652,"Down"
"ABCA8",-1.6449797375638,9.08548133085153,-9.94852950789162,1.27496279616036e-18,2.16879954030937e-17,31.6196844061676,"Down"
"KCNN2",-1.64495894091254,7.45180692735171,-15.2078288769539,2.15367554167048e-33,6.29532546598903e-31,65.3114011856858,"Down"
"CCL14",-1.64458019360995,9.74503656557146,-12.2116447476251,5.99160080817023e-25,3.50276319899682e-23,46.0444725064572,"Down"
"NOCT",-1.6401011440014,8.69169200426625,-12.4030791593202,1.72273732994591e-25,1.13187003563373e-23,47.2793901151564,"Down"
"FXYD1",-1.63912194942966,9.48654361460025,-8.44349186104787,1.39143484323938e-14,1.18769494992358e-13,22.4370568084207,"Down"
"C6",-1.63868848993649,12.2733839629278,-8.08803939141272,1.15619550520916e-13,8.501123316792e-13,20.3502940653239,"Down"
"PPARGC1A",-1.63480396128794,10.4623836829777,-8.41793033639667,1.62219791112131e-14,1.3691656264579e-13,22.2857608289968,"Down"
"ACSM5",-1.63367054504041,9.63818338348438,-9.28983673955215,7.89923950152794e-17,9.98594945987508e-16,27.5411302132546,"Down"
"AURKA",1.63278480579459,8.74984612269478,13.0947578903573,1.9014074482696e-27,1.8781971642459e-25,51.7447523730671,"Up"
"SLC7A2",-1.62831150606559,11.2844314550676,-9.22308377458182,1.19468139108717e-16,1.46126571857742e-15,27.1324821211824,"Down"
"NUSAP1",1.62791999584639,9.01204434164506,12.1492241283667,8.99441321809141e-25,5.0520384518715e-23,45.6420030448359,"Up"
"CAMK2B",-1.6231748013686,7.83130457004152,-12.9161668242703,6.08710700241806e-27,5.31619717046548e-25,50.591730316506,"Down"
"TMEM27",-1.62196926658836,8.09886442868648,-13.8501858371332,1.39388316875213e-29,2.0796446485455e-27,56.6160357115649,"Down"
"ACACB",-1.62029914715969,10.8043355391594,-11.0345303677063,1.23603427998592e-21,3.76674872175284e-20,38.4856928274345,"Down"
"RPLP0",1.62013168496747,12.9454044662098,11.9189980733521,4.0203228850459e-24,2.0204591116671e-22,44.1586660195263,"Up"
"GMNN",1.61934949914705,8.87904306309227,13.0477457564358,2.5827856507166e-27,2.4827677097459e-25,51.4412537560332,"Up"
"SLC39A5",-1.61911096203658,10.740690125384,-7.43043581983913,5.24225345087883e-12,3.00579648426491e-11,16.597291769689,"Down"
"LAPTM4B",1.60555979922742,10.1725532007157,8.75983550117934,2.05405327736308e-15,2.02339787425525e-14,24.3241621272582,"Up"
"GLYAT",-1.60275566366841,9.50088224504702,-7.58416492336496,2.17733562682214e-12,1.33902868969401e-11,17.4610551120692,"Down"
"UBE2T",1.60262420774035,8.31049368558302,14.5676479683298,1.33277837514793e-31,2.84916189063341e-29,61.2239450485067,"Up"
"ASS1",-1.60225234729501,13.1642994397474,-11.9040010468288,4.43193388361758e-24,2.19649096937905e-22,44.0621093488714,"Down"
"HOGA1",-1.60153263373722,8.97070617833964,-11.9882668543137,2.56264073283089e-24,1.34449462330904e-22,44.6047616321349,"Down"
"TM6SF2",-1.60070285460047,8.62987458375696,-11.6773262462095,1.93165891575357e-23,8.46090233955303e-22,42.6039211864129,"Down"
"TRPM8",-1.59995489068526,9.14512786678243,-8.8075526616887,1.53583716749641e-15,1.54877366413548e-14,24.6110740948694,"Down"
"PZP",-1.59527917099883,7.84643178069671,-7.91827632596362,3.13697502941842e-13,2.17057455779517e-12,19.3673711417288,"Down"
"LECT2",-1.593202894721,11.1804129769986,-6.20429746730453,4.14388414729356e-09,1.57476393318349e-08,10.0589154778594,"Down"
"AKR1D1",-1.59210018928962,9.70657187702385,-8.82400914881407,1.38913394157367e-15,1.41210542549039e-14,24.7101547194749,"Down"
"PHGDH",-1.58543169961389,11.7058656454509,-7.7415833115393,8.77989293862466e-13,5.72652124589804e-12,18.3544145208845,"Down"
"CYP4V2",-1.58376021428317,11.5068168552005,-10.4396328411585,5.62636292404439e-20,1.28322286880713e-18,34.7065943688561,"Down"
"CTH",-1.57921075889869,10.177840232495,-7.91482846125552,3.20091926754586e-13,2.21268178904727e-12,19.3475048917595,"Down"
"PDGFRA",-1.57638832483195,7.91617076180196,-9.7878214441559,3.51324000319289e-18,5.49346469058207e-17,30.6174397755585,"Down"
"MUC13",1.57510720314568,8.27747632931669,5.84662732810404,2.55147836231395e-08,8.78059216324427e-08,8.28671293971051,"Up"
"CDCA5",1.5716590928877,8.29937347502974,12.6452719139429,3.55637395745042e-26,2.66385869487956e-24,48.8426658951238,"Up"
"SAA2",-1.57057637709659,8.93901242478544,-5.18089923248079,6.27154072684004e-07,1.76964692337529e-06,5.17886741168774,"Down"
"KIAA0101",1.56957195843287,8.26683901505301,11.2285338786262,3.53366304574951e-22,1.19651668568015e-20,39.7254718788228,"Up"
"S100P",1.56312971684517,7.95828204021495,5.15271139557965,7.14234136336754e-07,1.9992135107976e-06,5.05313979441488,"Up"
"CKS1B",1.55763367705,10.203758180825,13.1201724989023,1.61128713359546e-27,1.62524405735829e-25,51.9088138962655,"Up"
"CENPW",1.55193549301048,8.17681993008062,13.81274424814,1.77777056308262e-29,2.59826609949309e-27,56.3749637540222,"Up"
"RELN",-1.54909092031646,9.4349168641256,-5.2186779244273,5.26473242811826e-07,1.50543044396927e-06,5.34815006864177,"Down"
"RCL1",-1.54416525097366,9.40873036010973,-11.3405580826858,1.71260819328565e-22,6.22580892193663e-21,40.4427097828058,"Down"
"OIT3",-1.54386381163175,7.43907358934668,-19.0807249647571,6.74215117280049e-44,8.04731927066846e-41,89.2538664122446,"Down"
"LYVE1",-1.54257784920602,7.3789577107526,-15.0739084441552,5.09339613786189e-33,1.35097616449252e-30,64.4585722780423,"Down"
"GADD45B",-1.54225476051415,10.3805410618251,-10.1811073205339,2.92036538915895e-19,5.65887184862229e-18,33.0773237509769,"Down"
"ANGPTL4",-1.54164425597763,11.689656717071,-7.41309690991298,5.78532078069757e-12,3.29606800087237e-11,16.5004222373499,"Down"
"FAM83A-AS1",-1.54088131846945,8.36759672320849,-6.56343343736974,6.27651053901133e-10,2.68353613284356e-09,11.9038153779327,"Down"
"HMMR",1.54084004131462,7.9304315078417,12.8441440482303,9.73254082750884e-27,8.29757037335769e-25,50.1266960719985,"Up"
"DPT",-1.52639022910521,7.61093141637926,-12.9950310858107,3.64121492428694e-27,3.34314880516422e-25,51.1009198460512,"Down"
"EXOC3L4",-1.52422371235182,9.27147028117941,-9.46088776415056,2.72556665959941e-17,3.72147676505646e-16,28.5924558625277,"Down"
"SLC13A5",-1.52265738077222,12.0359795974174,-6.66383323539578,3.66433783960406e-10,1.61639392906218e-09,12.4306089165207,"Down"
"BHMT",-1.52219332707022,12.8130794747768,-6.19060454286168,4.44771062349577e-09,1.68263495140861e-08,9.98983940127586,"Down"
"DNAJC12",-1.5221317451563,9.06484846046227,-9.12866041966462,2.14148284235281e-16,2.52656167636073e-15,26.5560750236413,"Down"
"PLA2G16",-1.51781041760262,8.80028982180061,-11.7041541788168,1.62298778597674e-23,7.28716428167549e-22,42.7763737895924,"Down"
"TUBA1C",1.51567627476241,11.3556998683308,10.7998993905901,5.59588056757807e-21,1.54431208804279e-19,36.9907607826049,"Up"
"MXRA5",-1.51138994023416,8.36508262065767,-12.7935886466123,1.35298813283654e-26,1.11372695555274e-24,49.80027017449,"Down"
"LYZ",1.49720622508745,9.70454749298304,5.36094471440572,2.70361017813559e-07,8.01901192409114e-07,5.99351393582493,"Up"
"FTCD",-1.49551333995239,9.84590224514762,-9.55773767242309,1.48844931909054e-17,2.12765065841655e-16,29.1902778844568,"Down"
"CCL20",1.49320775525939,9.87066084449832,5.29200636952823,3.73963919497327e-07,1.0882449851252e-06,5.67924479057234,"Up"
"GPT2",-1.4922552616524,11.6197973578253,-9.03315691536212,3.85691618518892e-16,4.28237290856286e-15,25.9750840993817,"Down"
"AKR1C3",1.48446170245765,13.5306866054697,13.9051711438295,9.75244774188148e-30,1.52825246240978e-27,56.9699732986145,"Up"
"RACGAP1",1.4841316699579,7.97609529814761,15.7960407048951,4.98927715490811e-35,1.98503935249302e-32,69.0413136303576,"Up"
"RNA28S5",1.47912265151386,10.7150973589113,4.91441367741533,2.10344846940041e-06,5.53410955680053e-06,4.01039767235775,"Up"
"ALDH1B1",-1.47773096646449,10.0207876744469,-11.0580489899472,1.06212506355179e-21,3.2999603655645e-20,38.6358201682482,"Down"
"MELK",1.4774180769468,7.90456022609639,13.2534701757297,6.76256177251358e-28,7.17482757538607e-26,52.7691752255894,"Up"
"STOM",-1.47198922924031,10.1133811508927,-9.99311486004937,9.617505031174e-19,1.67580930123486e-17,31.8984771452977,"Down"
"TMEM107",-1.46995545644025,8.48795018940589,-10.7608895624665,7.18937734903768e-21,1.93195969550219e-19,36.7427375031896,"Down"
"CYP4A11",-1.46901834406717,13.5957042384169,-6.94341340874159,8.00217866215917e-11,3.86430225819642e-10,13.9215424688917,"Down"
"IDO2",-1.46484852861965,7.97065451487933,-11.1315036861347,6.61253227202623e-22,2.12357174287515e-20,39.10501215636,"Down"
"FNDC5",-1.46255109077488,9.51779246907999,-5.64369690920327,6.94892032085512e-08,2.24925165549396e-07,7.31208358620415,"Down"
"FAM83D",1.45996297676755,7.69352640443425,13.7318117684274,3.00825956276143e-29,4.10355254451733e-27,55.8537067569357,"Up"
"SERPINF2",-1.45817615673717,12.6493951200648,-11.3533405324377,1.57666958358085e-22,5.79042011426374e-21,40.5246076887847,"Down"
"CNDP1",-1.45201666906011,7.40185333520156,-13.8060730646787,1.85653058079254e-29,2.68596843522138e-27,56.3320054235138,"Down"
"RFC4",1.44745936337896,8.76808417274389,12.9328825029983,5.45894647322892e-27,4.82645002074431e-25,50.6996578340766,"Up"
"DUSP6",-1.43978430042412,10.9852970287193,-9.97895230935924,1.05188440406146e-18,1.82619882659058e-17,31.8098847312237,"Down"
"CYP4F12",-1.43829218674009,9.86225621487321,-9.57882429238091,1.3044719958009e-17,1.87589883492533e-16,29.3206742694233,"Down"
"GABARAPL1",-1.43623629967453,10.6290229148425,-11.4981926787031,6.17168591608924e-23,2.42183718838757e-21,41.4534567405836,"Down"
"GLYATL1",-1.43445423181822,8.55182833555291,-13.4318346557977,2.11725874282291e-28,2.53692147991848e-26,53.9199650878155,"Down"
"DUSP5",-1.43240970508145,9.63669190779306,-10.5765089366946,2.34490997964169e-20,5.69256705735727e-19,35.5726685068236,"Down"
"H2AFZ",1.42759525873002,11.5757337021744,10.8275522094918,4.68477046353299e-21,1.30799156626088e-19,37.1666710052727,"Up"
"ST3GAL6",-1.41837965439628,9.18949313251944,-12.2434326345266,4.87168336679543e-25,2.91954480596699e-23,46.2494722413121,"Down"
"LIPC",-1.41731289122343,11.4116237391529,-8.20502079093249,5.78267770174162e-14,4.46016654399812e-13,21.0328947187046,"Down"
"APOC4",-1.4163773411297,12.2328574371471,-5.97895965088325,1.31219397790258e-08,4.67177587509287e-08,8.9344975725992,"Down"
"RCAN1",-1.41458658586309,10.2811535944255,-13.6142057746594,6.46295853835193e-29,8.26508528078703e-27,55.0958787090582,"Down"
"CSAD",-1.41392435506838,9.43123262559894,-9.40890807586006,3.76833040509881e-17,5.03486906643939e-16,28.2723529150562,"Down"
"DTX1",-1.41318737310704,7.97247807814448,-13.3373265112014,3.91713270089999e-28,4.34923191278997e-26,53.3102827325408,"Down"
"SLC25A18",-1.40971291750857,10.4485232917994,-8.01680893532812,1.75947196851632e-13,1.25941614218187e-12,19.936745916156,"Down"
"ACSL1",-1.40505962865195,12.1229089294109,-10.0819027134977,5.48104603653679e-19,1.00647464591431e-17,32.4545836367141,"Down"
"ACADS",-1.40134431649495,9.2288527535625,-13.7053824280275,3.57219284948994e-29,4.82684133804192e-27,55.6834385034041,"Down"
"CD34",1.40105857933685,8.80614067553241,11.4055873446655,1.12430519681327e-22,4.2489243625215e-21,40.8594739341239,"Up"
"PBK",1.40096557787699,7.67799884365275,11.6984496137668,1.68420514733508e-23,7.51491287391913e-22,42.739701145808,"Up"
"REG3A",1.400366306929,7.970077530474,3.73677013816159,0.000255223158153011,0.000497626095048403,-0.568920662084577,"Up"
"GCDH",-1.39755053174509,9.84352083950415,-12.8302761834827,1.0652979961627e-26,8.97544894061083e-25,50.0371539344002,"Down"
"ESR1",-1.38799874804794,7.79137909952518,-14.1329290643967,2.22413782764842e-30,3.88491781773273e-28,58.4347728757597,"Down"
"ABAT",-1.38732992062273,9.60486888729577,-9.86489165219933,2.16181344314136e-18,3.51859703933111e-17,31.097552165495,"Down"
"SPP1",1.38674134734102,9.89582378444782,4.34883940338761,2.36772039721862e-05,5.37417194803487e-05,1.68689569969658,"Up"
"GCKR",-1.38373584491827,8.63188009975192,-12.3815658150648,1.98183856031974e-25,1.27864295943512e-23,47.1405712456601,"Down"
"PTGS2",-1.38086138042597,7.91087895928126,-9.08548536760303,2.7947186667296e-16,3.21000444776007e-15,26.2931671013454,"Down"
"SNORD13",-1.37872626683334,10.0808430308942,-7.5554914984516,2.56669424353156e-12,1.55774413771621e-11,17.2992864492151,"Down"
"SULT1A1",-1.37810837650928,10.2566863096129,-11.0451459611208,1.15427184715782e-21,3.56306803164687e-20,38.5534497657347,"Down"
"FAM189B",1.3779785007634,9.66482199231963,16.0826190209221,8.04930775377969e-36,3.71903983733505e-33,70.8482928026247,"Up"
"MFSD2A",-1.37788186237213,7.64833830710539,-10.7477277470019,7.82335485230946e-21,2.08278646003027e-19,36.6590908346312,"Down"
"ARHGAP10",-1.37761016522505,7.79918128697952,-12.7164834410599,2.23611359955073e-26,1.72788787211319e-24,49.3024284003615,"Down"
"PHLDA1",-1.37483940284634,9.81039341938397,-7.36230702611628,7.71708214017268e-12,4.32271284683978e-11,16.2173261636174,"Down"
"COMT",-1.37480040639177,11.2456549483317,-11.5455018264188,4.54199774516682e-23,1.8481543665916e-21,41.7571125529882,"Down"
"CDA",-1.37451059862481,8.27795398885031,-11.6858129951919,1.82815070011981e-23,8.05680076240495e-22,42.6584707805927,"Down"
"CA5A",-1.37303787762493,9.81964908503268,-8.58832476748252,5.81366294077164e-15,5.29701617688755e-14,23.2977244334572,"Down"
"SRPX",-1.36912333614091,7.53566319450087,-11.3892273733811,1.24990626890117e-22,4.67425783014921e-21,40.7545976304319,"Down"
"PEX11G",-1.3687447803725,9.06218371378153,-13.1113629548831,1.70646064322125e-27,1.70920530019986e-25,51.8519455072273,"Down"
"SSR2",1.36859650850666,10.2724965643132,12.5565567974237,6.33916735322106e-26,4.60892862945103e-24,48.2699529473262,"Up"
"HSP90AA1",1.36758913875624,11.9374482717535,12.9509092310466,4.85397337316948e-27,4.34521628899416e-25,50.8160491946607,"Up"
"ILF2",1.36703258071935,10.8560453573128,15.2616671932485,1.52422517505294e-33,4.64499514516665e-31,65.6538932219359,"Up"
"ACAD11",-1.36684336391203,10.761312286203,-11.9574972920987,3.13019750983202e-24,1.6069469151729e-22,44.4065804812772,"Down"
"RBP1",-1.3640725028363,9.77821645103854,-5.87328140484998,2.23325941761209e-08,7.72259165583243e-08,8.41642439790945,"Down"
"RAP2A",1.35993803053926,9.3832838404091,12.4412171300862,1.34381700654635e-25,9.16547189750639e-24,47.5255030083749,"Up"
"ZCCHC6",-1.35861619315619,9.27689447205787,-10.234177305834,2.08413437721934e-19,4.19256414113941e-18,33.4110414491725,"Down"
"STARD5",-1.35799988107441,9.08551465580505,-14.7094269943346,5.33370994863136e-32,1.23217302571366e-29,62.1314059749167,"Down"
"GPT",-1.35724141559689,10.6216809863098,-7.88528060702868,3.80462074517422e-13,2.60485578074237e-12,19.1774142779081,"Down"
"PLAC8",-1.35599046867822,7.4564314829653,-11.932806998832,3.67518307806052e-24,1.86665415698797e-22,44.247581342965,"Down"
"TMEM82",-1.35553020216865,8.10284281445739,-12.0302676763968,1.95014549634106e-24,1.03836185665773e-22,44.87533814338,"Down"
"NFKBIZ",-1.35539131415414,10.317925024342,-9.05397976092303,3.3931306012927e-16,3.83580755639292e-15,26.1015829589881,"Down"
"PROM1",-1.3543495687285,7.52149137385971,-9.25879599534239,9.57592438136896e-17,1.18955737132999e-15,27.3509880350657,"Down"
"GNMT",-1.35422853157127,9.58983835534517,-6.5513673924466,6.69385184867514e-10,2.85006064294215e-09,11.8408213312539,"Down"
"STAB1",-1.35387640085739,8.21667348345585,-14.8341715841703,2.38514239909976e-32,5.99340255829927e-30,62.9288416178092,"Down"
"CDC45",1.35382971569458,7.77285987020918,11.4691693597224,7.44843541421749e-23,2.89116369750236e-21,41.2672379077003,"Up"
"PANK1",-1.3525430342852,10.9336034645393,-11.0081758841994,1.46488038017903e-21,4.41715403901143e-20,38.3175212158944,"Down"
"ESM1",1.35239226257006,7.78465839422221,9.23359675817856,1.1193921843674e-16,1.38096935888839e-15,27.1967778434327,"Up"
"TMEM14A",1.35078313981909,10.0780335802581,9.54012156327433,1.66179033809064e-17,2.35195879569884e-16,29.0814065406877,"Up"
"IL4R",-1.35064517214212,9.45061189650268,-13.2151425913336,8.6799604040642e-28,9.14140241672144e-26,52.5218171406973,"Down"
"ANGPTL6",-1.34906584150584,7.72855625162231,-15.7863204830596,5.30838841540438e-35,2.05492019659019e-32,68.9799011646097,"Down"
"KIFC1",1.34871780208715,7.87222596888661,12.1577228365958,8.51048133104031e-25,4.79904031907442e-23,45.6967936010783,"Up"
"NR1I2",-1.34715819391936,8.83404084324336,-11.7155299933357,1.50746640654134e-23,6.83273460154798e-22,42.8495098958401,"Down"
"UGT2B10",-1.34694466190886,12.4552514300792,-6.22355077219562,3.75088460720374e-09,1.43187420652929e-08,10.1562029228826,"Down"
"CACYBP",1.34427019306509,8.77638359322857,11.3670560477415,1.44276735729599e-22,5.32596826251302e-21,40.6124965349359,"Up"
"PRODH2",-1.3424846389791,10.6158147714703,-8.51107159822457,9.26640644624638e-15,8.132520804509e-14,22.8379329249481,"Down"
"DCXR",-1.33872361137666,12.9595954475736,-8.2513714417722,4.38960268686153e-14,3.4469451361797e-13,21.3045089915307,"Down"
"ALDH2",-1.3374441456804,12.447439345726,-12.4455145163924,1.30672359615326e-25,8.95512060655655e-24,47.5532365671176,"Down"
"GPD1",-1.33638177575761,7.80097622373857,-15.8993462799354,2.58279726844708e-35,1.0880413316461e-32,69.6935072616305,"Down"
"SERTAD1",-1.33496076294006,9.53139964450848,-11.9677885279157,2.9276152915411e-24,1.51379905490047e-22,44.4728604320706,"Down"
"MIR99AHG",-1.33143834656628,8.86748504965961,-9.35188453170494,5.37323160762406e-17,6.97108662282604e-16,27.9218081285863,"Down"
"RANBP3L",-1.32669832984459,7.59872351527915,-12.7159531506413,2.24385355172138e-26,1.72788787211319e-24,49.2990045783916,"Down"
"LONP2",-1.32640428164718,9.33213172636696,-12.6438487685037,3.58950449006321e-26,2.66385869487956e-24,48.8334780096106,"Down"
"TYMS",1.3261012610686,8.81627512004723,8.89971235578452,8.74609418450457e-16,9.21782980166732e-15,25.1668018151883,"Up"
"ADRA1B",-1.32582331122862,7.88458560322641,-14.4973855747904,2.09915970739785e-31,4.35742963609556e-29,60.7738035718799,"Down"
"MASP1",-1.32316870343919,8.33414591468982,-12.7639867107092,1.64083538089486e-26,1.32777882263034e-24,49.60913836314,"Down"
"SLC38A4",-1.32034341532311,11.1031176206603,-7.4958546141374,3.61058289739172e-12,2.13167266444112e-11,16.9637932400497,"Down"
"MTTP",-1.31990998835691,11.8598401100982,-8.64500955134595,4.12543149426211e-15,3.88484913164472e-14,23.6361160241259,"Down"
"MAP2K3",-1.31827371667502,9.75658018599736,-13.6991723469002,3.7193718441684e-29,4.93264471518741e-27,55.6434275178111,"Down"
"CDK1",1.31616841764121,7.97468170433212,11.6993854533633,1.67400650084581e-23,7.49274847237954e-22,42.7457172143745,"Up"
"RSPO3",-1.31590978226703,7.25299011602351,-19.7634635617074,1.1239626745207e-45,1.78872415412889e-42,93.3005431153755,"Down"
"MCM6",1.31432719185816,9.65548700369822,11.2482597456662,3.1107299226237e-22,1.06336478954031e-20,39.8516993663477,"Up"
"F11",-1.31416549882089,9.00487091054679,-10.6869058655407,1.15583493947249e-20,2.97217663160943e-19,36.2727918783811,"Down"
"BEX3",1.31190846017063,11.0757180412401,8.07570607667916,1.24351915920352e-13,9.10578983500613e-13,20.2785748620316,"Up"
"C1orf162",-1.31154887039893,9.56493819110629,-10.5791752846519,2.30522120830759e-20,5.62481829073076e-19,35.5895617994297,"Down"
"NIPAL1",-1.3100007818043,8.12285614623708,-11.7081748633379,1.58118082251546e-23,7.12177764807829e-22,42.8022223644964,"Down"
"LCN2",1.30797549474617,9.84074436780481,3.65448447565034,0.000344295083300175,0.000657396254298861,-0.850394331078903,"Up"
"ECT2",1.30697392024516,8.42884724147159,11.256649779157,2.94653123649468e-22,1.0120663525255e-20,39.9053968795622,"Up"
"MCM2",1.30426987507866,8.06311039694817,9.41531235466695,3.62098450408832e-17,4.86067113889944e-16,28.3117631019081,"Up"
"ALDH6A1",-1.29994729888828,11.1575691967788,-9.13668930257078,2.03795262612075e-16,2.41236326148161e-15,26.6050114309356,"Down"
"SLC38A2",-1.29961094194351,11.7883134239303,-10.1119965389993,4.52879317249865e-19,8.45709316945218e-18,32.6433403702009,"Down"
"SULF2",-1.29468299068765,8.7330701274201,-10.3280240703539,1.14669067622851e-19,2.46237639514556e-18,34.002124646993,"Down"
"RCN2",1.29297419910736,8.98526199256126,14.8548954066872,2.08684219806439e-32,5.33747157194219e-30,63.0612257289738,"Up"
"AOX1",-1.29268270538373,11.7729943641799,-5.20468091823299,5.61792617135179e-07,1.59844172729979e-06,5.28532745373207,"Down"
"OIP5",1.29185829062707,7.99034536135551,11.927922582491,3.79374220144212e-24,1.92006252831292e-22,44.2161298291204,"Up"
"LPA",-1.29175711610879,7.9202588037057,-9.16699534330597,1.69008639846385e-16,2.0206266682135e-15,26.789856111962,"Down"
"C19orf66",-1.29166742472685,9.93158943533003,-10.824128173337,4.78902026778658e-21,1.33190557855354e-19,37.1448851962916,"Down"
"IFITM1",-1.29144307594396,10.2175254312854,-7.81040259719165,5.88735993208034e-13,3.9184319845347e-12,18.7476891302205,"Down"
"SRXN1",1.29033100855499,9.53724081972843,8.25987147952061,4.17296034003785e-14,3.28222465405613e-13,21.3543888553656,"Up"
"C1RL",-1.28812374285561,9.98526559153437,-13.6229875972308,6.10415465789014e-29,7.87655920405049e-27,55.1524810745433,"Down"
"CCDC34",1.28794409134239,8.19942149581714,12.422466368266,1.5183807252246e-25,1.01625080034542e-23,47.4044969600856,"Up"
"A2M",-1.28753011006694,12.9775877994205,-7.61559532621991,1.81745887158142e-12,1.13328094983286e-11,17.6387199837868,"Down"
"P3H2",-1.28624133383108,7.99396258462788,-17.2994010553269,3.78657913743881e-39,2.46523513570619e-36,78.4348749978917,"Down"
"IGF2BP3",1.28575381983681,7.52636676076828,8.35744887672455,2.33064736951006e-14,1.91163375762237e-13,21.9285159621055,"Up"
"C8B",-1.2847941217273,11.8415196272962,-8.33883597773613,2.6050701046672e-14,2.11761742957709e-13,21.8187867085835,"Down"
"LILRB5",-1.28358718881426,7.92947003717328,-15.6356787674147,1.38888546456653e-34,5.10077089974011e-32,68.0271469453085,"Down"
"SMYD3",1.28320163748427,8.89496513626029,9.73734769137344,4.82606949644675e-18,7.34578038231741e-17,30.3035576501089,"Up"
"SVEP1",-1.28266081376998,7.52209765162667,-10.0055493113443,8.88982796248255e-19,1.56040448414997e-17,31.9762853393764,"Down"
"ZFP36",-1.28114937434519,11.5769204516342,-9.44744293456012,2.96393592700694e-17,4.02774708562812e-16,28.5096085083136,"Down"
"COLEC10",-1.28005377255224,7.07752845964522,-18.0506325520767,3.60166164291817e-41,2.45650474816748e-38,83.0418648088289,"Down"
